id,name,account_root_id/id,tax_code_root_id/id,bank_account_view_id/id,property_account_receivable/id,property_account_payable/id,property_account_expense/id,property_account_income/id,property_account_expense_categ/id,property_account_income_categ/id
hwf_account_chart,Thailand - Chart of Accounts for HWF,hwf_account_0,tc_root,hwf_account_1113-01,hwf_account_1130-01,hwf_account_2120-01,hwf_account_5401-06,hwf_account_4100-01,hwf_account_5401-06,hwf_account_4100-01
